ID,Pred
2023_1140_1166,0.39856492682287215
2023_1155_1166,0.4008209914092175
2023_1158_1166,0.25185913248414793
2023_1159_1166,0.17440470269616168
2023_1161_1166,0.3115721209838722
2023_1163_1166,0.6177277082880933
2023_1103_1173,0.25885147549626664
2023_1104_1173,0.5287982194950429
2023_1112_1173,0.6600067445145021
2023_1120_1173,0.5480808815988416
2023_1124_1173,0.6485205633122851
2023_1129_1173,0.44709016574845295
2023_1140_1173,0.594585979430123
2023_1155_1173,0.5963013834802467
2023_1158_1173,0.28523433091281425
2023_1159_1173,0.23021161630558745
2023_1161_1173,0.42941505535317215
2023_1163_1173,0.80776300834391
2023_1166_1173,0.6439541250892516
2023_1103_1179,0.25683794508324675
2023_1104_1179,0.7598833548067908
2023_1112_1179,0.6348415501072542
2023_1120_1179,0.7846650770582106
2023_1124_1179,0.6734498785582684
2023_1129_1179,0.4948663795226019
2023_1140_1179,0.6059666162079264
2023_1155_1179,0.6073889309665538
2023_1158_1179,0.346664805708102
2023_1159_1179,0.2279217500641201
2023_1161_1179,0.47634452280406187
2023_1163_1179,0.8027047319525489
2023_1166_1179,0.6671902147869835
2023_1173_1179,0.5516609179539201
2023_1103_1181,0.19577002159891474
2023_1104_1181,0.48118436663408093
2023_1112_1181,0.48467650261009687
2023_1120_1181,0.5057808813142789
2023_1124_1181,0.5067358618541546
2023_1129_1181,0.22439892768875483
2023_1140_1181,0.4470018117892887
2023_1155_1181,0.4485692415140297
2023_1158_1181,0.24485191120600755
2023_1159_1181,0.172908726068624
2023_1161_1181,0.20399338691621713
2023_1163_1181,0.6749277630872188
2023_1166_1181,0.5006149012795814
2023_1173_1181,0.4556297569088793
2023_1179_1181,0.22184938038430216
2023_1103_1182,0.2571157040483439
2023_1104_1182,0.6616775971598611
2023_1112_1182,0.7558928289854732
2023_1120_1182,0.6817293696285242
2023_1124_1182,0.684589201509426
2023_1129_1182,0.542869067784891
2023_1140_1182,0.6289062364224514
2023_1155_1182,0.6309161787123542
2023_1158_1182,0.3977274781733276
2023_1159_1182,0.2270833375502885
2023_1161_1182,0.5228974086228163
2023_1163_1182,0.6960742213061457
2023_1166_1182,0.6813117929573805
2023_1173_1182,0.32883991345013647
2023_1179_1182,0.5462706047165304
2023_1181_1182,0.6773806842884184
2023_1103_1194,0.24987472375958739
2023_1104_1194,0.5391301722014651
2023_1112_1194,0.4594045116151391
2023_1120_1194,0.5608821614261021
2023_1124_1194,0.77032071709928
2023_1129_1194,0.482304305356316
2023_1140_1194,0.3616934983645682
2023_1155_1194,0.3668746231504672
2023_1158_1194,0.27518319726427387
2023_1159_1194,0.2209148943130843
2023_1161_1194,0.46371514427881594
2023_1163_1194,0.758670752377616
2023_1166_1194,0.7587793448969707
2023_1173_1194,0.48271559213074444
2023_1179_1194,0.4880228865743657
2023_1181_1194,0.5562906601229247
2023_1182_1194,0.2802148447059937
2023_1103_1196,0.21550987130909785
2023_1104_1196,0.48022246210020153
2023_1112_1196,0.6121795951515968
2023_1120_1196,0.5024866111431565
2023_1124_1196,0.6010476261151954
2023_1129_1196,0.401206924193496
2023_1140_1196,0.5417135771428947
2023_1155_1196,0.5428811384081303
2023_1158_1196,0.23897940534326062
2023_1159_1196,0.18984128085335622
2023_1161_1196,0.38520100862755835
2023_1163_1196,0.7684476115440073
2023_1166_1196,0.5941812328219718
2023_1173_1196,0.4502168309657772
2023_1179_1196,0.40487644782207693
2023_1181_1196,0.4977597361087782
2023_1182_1196,0.6168053178374829
2023_1194_1196,0.4652170837190355
2023_1103_1211,0.2194893897283615
2023_1104_1211,0.5462012255836
2023_1112_1211,0.36623794268588195
2023_1120_1211,0.5688720583375158
2023_1124_1211,0.6095972650433065
2023_1129_1211,0.2741371877504117
2023_1140_1211,0.2898326347232834
2023_1155_1211,0.2949490645832125
2023_1158_1211,0.2491054488532178
2023_1159_1211,0.19434382659446867
2023_1161_1211,0.25260165440441096
2023_1163_1211,0.7315897034214307
2023_1166_1211,0.6014986906981434
2023_1173_1211,0.3857665984810462
2023_1179_1211,0.2714922636630621
2023_1181_1211,0.5635425153418196
2023_1182_1211,0.35118263512364806
2023_1194_1211,0.5263739104707437
2023_1196_1211,0.4366238827929022
2023_1103_1212,0.6496361291636916
2023_1104_1212,0.9130067049082623
2023_1112_1212,0.9142218702510244
2023_1120_1212,0.9227814523319006
2023_1124_1212,0.9230919761089403
2023_1129_1212,0.7019372902909924
2023_1140_1212,0.8973418939472754
2023_1155_1212,0.8979012030148005
2023_1158_1212,0.6701059789678095
2023_1159_1212,0.623025981712933
2023_1161_1212,0.6864277072930489
2023_1163_1212,0.9674054636026782
2023_1166_1212,0.9200512396072538
2023_1173_1212,0.8775448344171611
2023_1179_1212,0.6977912204917956
2023_1181_1212,0.9204851215564276
2023_1182_1212,0.6741901646578142
2023_1194_1212,0.8850885464391691
2023_1196_1212,0.9039734341439696
2023_1211_1212,0.9079508910649989
2023_1103_1213,0.46769632840045056
2023_1104_1213,0.6804015973770957
2023_1112_1213,0.8008511400729543
2023_1120_1213,0.6992174325781387
2023_1124_1213,0.7007037484715285
2023_1129_1213,0.5323445194911388
2023_1140_1213,0.3738183464375345
2023_1155_1213,0.3802634600377594
2023_1158_1213,0.37790784925996823
2023_1159_1213,0.4375936026261288
2023_1161_1213,0.5135679714029923
2023_1163_1213,0.9278174198945193
2023_1166_1213,0.6963753850772488
2023_1173_1213,0.318633141771661
2023_1179_1213,0.5354634505093824
2023_1181_1213,0.6949910030892684
2023_1182_1213,0.491974480886747
2023_1194_1213,0.34667682170644365
2023_1196_1213,0.3720976116882064
2023_1211_1213,0.6542073660576848
2023_1212_1213,0.3309754553226484
2023_1103_1222,0.1635165158789537
2023_1104_1222,0.3222531880814161
2023_1112_1222,0.40953927470195417
2023_1120_1222,0.34139332298767333
2023_1124_1222,0.4004021369494061
2023_1129_1222,0.20717555234969764
2023_1140_1222,0.2862796435879317
2023_1155_1222,0.28862507967368745
2023_1158_1222,0.12068296068203266
2023_1159_1222,0.14686721325096436
2023_1161_1222,0.19238384199382227
2023_1163_1222,0.5120187503529856
2023_1166_1222,0.39528353609447986
2023_1173_1222,0.2019248201417445
2023_1179_1222,0.20742201085276948
2023_1181_1222,0.3372339445226488
2023_1182_1222,0.31271466516845314
2023_1194_1222,0.25127499749397
2023_1196_1222,0.24319419884038807
2023_1211_1222,0.2796833559336964
2023_1212_1222,0.03504972771589435
2023_1213_1222,0.0780024729813362
2023_1103_1224,0.660356063204607
2023_1104_1224,0.9216928364111555
2023_1112_1224,0.9227591626281793
2023_1120_1224,0.9301827468757718
2023_1124_1224,0.930454541637669
2023_1129_1224,0.708723921654402
2023_1140_1224,0.9079773048418202
2023_1155_1224,0.9084678084567313
2023_1158_1224,0.6794707486388463
2023_1159_1224,0.6362112580070022
2023_1161_1224,0.6939833826151522
2023_1163_1224,0.9711920215635529
2023_1166_1224,0.927855981297994
2023_1173_1224,0.890586376476508
2023_1179_1224,0.7032243493302611
2023_1181_1224,0.928198687226132
2023_1182_1224,0.6838394404811924
2023_1194_1224,0.8971860966733934
2023_1196_1224,0.9137936889310753
2023_1211_1224,0.9172688797963153
2023_1212_1224,0.5202506125610469
2023_1213_1224,0.6762797484696562
2023_1222_1224,0.9691168123611476
2023_1103_1228,0.18748031155887535
2023_1104_1228,0.47537939685180364
2023_1112_1228,0.5284218694692376
2023_1120_1228,0.49958575853933473
2023_1124_1228,0.5005492279502829
2023_1129_1228,0.3231776236715221
2023_1140_1228,0.39291872389271243
2023_1155_1228,0.3950306915788127
2023_1158_1228,0.24583960895240242
2023_1159_1228,0.17006957335110698
2023_1161_1228,0.3066996497376903
2023_1163_1228,0.6126633076604013
2023_1166_1228,0.4942776369525786
2023_1173_1228,0.3521511813111746
2023_1179_1228,0.32687891598745217
2023_1181_1228,0.49386460627781487
2023_1182_1228,0.31624373445125553
2023_1194_1228,0.22885475050088913
2023_1196_1228,0.3992767830510584
2023_1211_1228,0.39048367638250503
2023_1212_1228,0.07692934127596122
2023_1213_1228,0.2998848510735151
2023_1222_1228,0.6001945788646632
2023_1224_1228,0.06957459566681222
2023_1103_1235,0.18699674609935188
2023_1104_1235,0.4594649967330913
2023_1112_1235,0.4625070973171009
2023_1120_1235,0.48354479193779243
2023_1124_1235,0.43451187147186787
2023_1129_1235,0.3280659132951158
2023_1140_1235,0.30798816150161373
2023_1155_1235,0.3110485447664129
2023_1158_1235,0.23296816731456277
2023_1159_1235,0.16651989338623227
2023_1161_1235,0.3138727173026919
2023_1163_1235,0.5695130948675335
2023_1166_1235,0.4302201047910129
2023_1173_1235,0.3093750506345161
2023_1179_1235,0.33316371135851025
2023_1181_1235,0.4777590820211659
2023_1182_1235,0.21156989291780223
2023_1194_1235,0.513131981990618
2023_1196_1235,0.3519707193404352
2023_1211_1235,0.6061171378841336
2023_1212_1235,0.07119697693671224
2023_1213_1235,0.16429037619605222
2023_1222_1235,0.5572699625136858
2023_1224_1235,0.0646232788825901
2023_1228_1235,0.43361364161563054
2023_1103_1241,0.4733498909335959
2023_1104_1241,0.6854851627727652
2023_1112_1241,0.8049851670042695
2023_1120_1241,0.7040461475793418
2023_1124_1241,0.7057293112351205
2023_1129_1241,0.5387353602293318
2023_1140_1241,0.3820127344243664
2023_1155_1241,0.38844082695734405
2023_1158_1241,0.38494909254185744
2023_1159_1241,0.44279493473943754
2023_1161_1241,0.519753257984211
2023_1163_1241,0.9292711794098051
2023_1166_1241,0.7016270826991705
2023_1173_1241,0.32684684949546494
2023_1179_1241,0.5416097510705576
2023_1181_1241,0.699905996943159
2023_1182_1241,0.49815492380933585
2023_1194_1241,0.3548696566405048
2023_1196_1241,0.3802859477307065
2023_1211_1241,0.6588909626471395
2023_1212_1241,0.334049288492017
2023_1213_1241,0.5056868729138095
2023_1222_1241,0.9235237369050271
2023_1224_1241,0.32614370336974446
2023_1228_1241,0.7051055339566981
2023_1235_1241,0.8392281532329429
2023_1103_1242,0.18728788506834665
2023_1104_1242,0.46706907967130307
2023_1112_1242,0.4705835928846005
2023_1120_1242,0.49221122998775807
2023_1124_1242,0.49323094760102126
2023_1129_1242,0.21508738278447517
2023_1140_1242,0.43267972858616205
2023_1155_1242,0.4341351016706457
2023_1158_1242,0.2364136492413754
2023_1159_1242,0.16512709449236598
2023_1161_1242,0.19536158042834947
2023_1163_1242,0.6620718041154914
2023_1166_1242,0.48658776944922716
2023_1173_1242,0.4406267000296259
2023_1179_1242,0.21333800633017294
2023_1181_1242,0.48622548650998293
2023_1182_1242,0.31037842444216385
2023_1194_1242,0.4290840414426886
2023_1196_1242,0.4870607345406946
2023_1211_1242,0.42415895059722575
2023_1212_1242,0.07512620817404382
2023_1213_1242,0.29440546152844305
2023_1222_1242,0.6493423340405337
2023_1224_1242,0.06795797698203998
2023_1228_1242,0.4927174668142535
2023_1235_1242,0.5093020152851383
2023_1241_1242,0.28949862706340435
2023_1103_1246,0.20716583735799773
2023_1104_1246,0.5031780471984102
2023_1112_1246,0.5529498650114618
2023_1120_1246,0.5279251983673252
2023_1124_1246,0.5290978148813078
2023_1129_1246,0.35039400047548935
2023_1140_1246,0.41993059215049616
2023_1155_1246,0.4224747717681241
2023_1158_1246,0.27104860250306567
2023_1159_1246,0.1868987778210043
2023_1161_1246,0.3317362916601728
2023_1163_1246,0.636994681411378
2023_1166_1246,0.523472799328644
2023_1173_1246,0.3762611760463376
2023_1179_1246,0.3536132674991486
2023_1181_1246,0.5222184491953367
2023_1182_1246,0.3374856229651977
2023_1194_1246,0.26291911642425436
2023_1196_1246,0.42786310740730465
2023_1211_1246,0.4209926505961435
2023_1212_1246,0.0888986099808533
2023_1213_1246,0.32242204622082127
2023_1222_1246,0.624516516336996
2023_1224_1246,0.07995608488168432
2023_1228_1246,0.5283381278415807
2023_1235_1246,0.5909986677576146
2023_1241_1246,0.31698852355168516
2023_1242_1246,0.5365176349136438
2023_1103_1253,0.5726008572192353
2023_1104_1253,0.843378341511229
2023_1112_1253,0.8746017604404795
2023_1120_1253,0.8593228749031212
2023_1124_1253,0.7731428438842104
2023_1129_1253,0.8192457037294466
2023_1140_1253,0.8186589314123293
2023_1155_1253,0.8196680803190802
2023_1158_1253,0.5980198437493923
2023_1159_1253,0.5383608613077707
2023_1161_1253,0.805621984337418
2023_1163_1253,0.9050048242077716
2023_1166_1253,0.7718133716037169
2023_1173_1253,0.5687476707728957
2023_1179_1253,0.8284744406017708
2023_1181_1253,0.8555817375448832
2023_1182_1253,0.6013161013007399
2023_1194_1253,0.7997995784135788
2023_1196_1253,0.6139120197469348
2023_1211_1253,0.8349672617806652
2023_1212_1253,0.4015738114726567
2023_1213_1253,0.603838047512569
2023_1222_1253,0.8988401950541135
2023_1224_1253,0.38365923133303703
2023_1228_1253,0.7722357578892731
2023_1235_1253,0.8928706361092553
2023_1241_1253,0.5984856283429465
2023_1242_1253,0.863089460541253
2023_1246_1253,0.7571768976660109
2023_1103_1255,0.6165477354339385
2023_1104_1255,0.8954255554728457
2023_1112_1255,0.8968378686048499
2023_1120_1255,0.9074958608902819
2023_1124_1255,0.9078621672709621
2023_1129_1255,0.6748287784386929
2023_1140_1255,0.8764723195269642
2023_1155_1255,0.8770178874554376
2023_1158_1255,0.6389377148269736
2023_1159_1255,0.5870567293525135
2023_1161_1255,0.657795417658334
2023_1163_1255,0.9606924374965947
2023_1166_1255,0.9038449721574919
2023_1173_1255,0.8535969017480419
2023_1179_1255,0.6719692351980396
2023_1181_1255,0.9046119251517879
2023_1182_1255,0.6428178720017075
2023_1194_1255,0.8619550883557072
2023_1196_1255,0.88475121625787
2023_1211_1255,0.8895049677787839
2023_1212_1255,0.4604887198711737
2023_1213_1255,0.6400984070401856
2023_1222_1255,0.9576365078315009
2023_1224_1255,0.44192079385967353
2023_1228_1255,0.9079036179196224
2023_1235_1255,0.9150219066552061
2023_1241_1255,0.6362476004727999
2023_1242_1255,0.9098247678366382
2023_1246_1255,0.8929278642497891
2023_1253_1255,0.5569975160055628
2023_1103_1266,0.1913363328284365
2023_1104_1266,0.46408051816502627
2023_1112_1266,0.46724790732253785
2023_1120_1266,0.48852085259712646
2023_1124_1266,0.44030277471609675
2023_1129_1266,0.33218737977032
2023_1140_1266,0.3141694124500109
2023_1155_1266,0.31729610769442446
2023_1158_1266,0.2373607892992239
2023_1159_1266,0.1700677011116036
2023_1161_1266,0.31740111653993686
2023_1163_1266,0.5744117205926744
2023_1166_1266,0.4360191015677964
2023_1173_1266,0.3134062490326752
2023_1179_1266,0.3371740389070278
2023_1181_1266,0.4826803741214511
2023_1182_1266,0.21640400583991368
2023_1194_1266,0.5142207441447928
2023_1196_1266,0.3573476767903232
2023_1211_1266,0.6069191086209713
2023_1212_1266,0.07324209612638358
2023_1213_1266,0.17040777208504143
2023_1222_1266,0.5619811342163336
2023_1224_1266,0.06636602191384003
2023_1228_1266,0.43936908434795485
2023_1235_1266,0.5051925797707718
2023_1241_1266,0.16671244452057352
2023_1242_1266,0.49596227793168746
2023_1246_1266,0.41439470693377506
2023_1253_1266,0.10986747432960915
2023_1255_1266,0.08763430937813416
2023_1103_1270,0.5933975299581502
2023_1104_1270,0.7719300573611602
2023_1112_1270,0.8860083698329276
2023_1120_1270,0.7827519493737046
2023_1124_1270,0.7873104133214265
2023_1129_1270,0.6542956903315313
2023_1140_1270,0.49957564408444244
2023_1155_1270,0.5059817098866082
2023_1158_1270,0.5110126111729509
2023_1159_1270,0.5629733673849782
2023_1161_1270,0.636499331834079
2023_1163_1270,0.9617027308677308
2023_1166_1270,0.787397046477701
2023_1173_1270,0.4511331014579882
2023_1179_1270,0.6519995625381454
2023_1181_1270,0.7807667633633164
2023_1182_1270,0.6202626574665442
2023_1194_1270,0.477110317327926
2023_1196_1270,0.49361740119384956
2023_1211_1270,0.7401859985343578
2023_1212_1270,0.4348926557810242
2023_1213_1270,0.6178629845180466
2023_1222_1270,0.9583122425330418
2023_1224_1270,0.4169667495720033
2023_1228_1270,0.7862854519303251
2023_1235_1270,0.9062788746481446
2023_1241_1270,0.6137166513212564
2023_1242_1270,0.7891197913990837
2023_1246_1270,0.7752779190675961
2023_1253_1270,0.5306007412319683
2023_1255_1270,0.4752092184780292
2023_1266_1270,0.9032221737124472
2023_1103_1277,0.22399587388344996
2023_1104_1277,0.5285457762676711
2023_1112_1277,0.37169819847777646
2023_1120_1277,0.5523135038879895
2023_1124_1277,0.6221720293240092
2023_1129_1277,0.45119034016998527
2023_1140_1277,0.4883711453198897
2023_1155_1277,0.4906644972759585
2023_1158_1277,0.24766208820768024
2023_1159_1277,0.19699455179223427
2023_1161_1277,0.4336423481201332
2023_1163_1277,0.8208285339070153
2023_1166_1277,0.6145794042385193
2023_1173_1277,0.44764381486287025
2023_1179_1277,0.4580109282532535
2023_1181_1277,0.5469753488477701
2023_1182_1277,0.5697975138224906
2023_1194_1277,0.4664207592368958
2023_1196_1277,0.4995930477729338
2023_1211_1277,0.5143931168015765
2023_1212_1277,0.099299530217385
2023_1213_1277,0.42398043460793045
2023_1222_1277,0.8110016340558288
2023_1224_1277,0.08909504015310571
2023_1228_1277,0.6219495662717901
2023_1235_1277,0.3995396132793997
2023_1241_1277,0.4177153452321792
2023_1242_1277,0.5613042175548092
2023_1246_1277,0.5917486757681241
2023_1253_1277,0.14789422796806595
2023_1255_1277,0.11942052925142682
2023_1266_1277,0.3989030106693933
2023_1270_1277,0.3145056365488838
2023_1103_1280,0.23344398687824128
2023_1104_1280,0.5202141643348571
2023_1112_1280,0.44176320462452484
2023_1120_1280,0.5431973232601699
2023_1124_1280,0.7492865099881502
2023_1129_1280,0.4613912147553348
2023_1140_1280,0.3439408200826554
2023_1155_1280,0.3488482644171567
2023_1158_1280,0.25780207903266883
2023_1159_1280,0.20554862494556642
2023_1161_1280,0.4433191520675875
2023_1163_1280,0.7443973385657985
2023_1166_1280,0.7370919857642043
2023_1173_1280,0.4629340533860084
2023_1179_1280,0.46786856736258625
2023_1181_1280,0.5382019579983652
2023_1182_1280,0.26237907317107984
2023_1194_1280,0.48475614808253625
2023_1196_1280,0.5152786337734879
2023_1211_1280,0.4554506131934435
2023_1212_1280,0.10489586241205522
2023_1213_1280,0.6307324312663352
2023_1222_1280,0.7336656815287826
2023_1224_1280,0.09399173509518585
2023_1228_1280,0.7501788846932155
2023_1235_1280,0.4716702438467602
2023_1241_1280,0.6225742256899881
2023_1242_1280,0.5529907936263261
2023_1246_1280,0.7145871890498717
2023_1253_1280,0.18475182728925207
2023_1255_1280,0.1262629632963278
2023_1266_1280,0.4699423982009096
2023_1270_1280,0.5045279508251845
2023_1277_1280,0.5154593182879457
2023_1103_1287,0.553217278637346
2023_1104_1287,0.8286577860533358
2023_1112_1287,0.8225003387768655
2023_1120_1287,0.8442874639075584
2023_1124_1287,0.8403359849349866
2023_1129_1287,0.780636339607629
2023_1140_1287,0.8064762571537389
2023_1155_1287,0.8072409141351832
2023_1158_1287,0.5773410960711383
2023_1159_1287,0.5214769676611061
2023_1161_1287,0.7669838660641408
2023_1163_1287,0.8688202764620495
2023_1166_1287,0.8367045099366404
2023_1173_1287,0.7872577921162853
2023_1179_1287,0.789699698980198
2023_1181_1287,0.8406083930591809
2023_1182_1287,0.7914845037747978
2023_1194_1287,0.7966695333125012
2023_1196_1287,0.8254858735290194
2023_1211_1287,0.8206791534332432
2023_1212_1287,0.39580721404824926
2023_1213_1287,0.5820234976082077
2023_1222_1287,0.8628912169740927
2023_1224_1287,0.3809479534502007
2023_1228_1287,0.8402285433242637
2023_1235_1287,0.8455511026240753
2023_1241_1287,0.5771544915256863
2023_1242_1287,0.8479289829872699
2023_1246_1287,0.8251923351971174
2023_1253_1287,0.4849550873962362
2023_1255_1287,0.43350293744095425
2023_1266_1287,0.8424870347587656
2023_1270_1287,0.4580118416229871
2023_1277_1287,0.8191941779856015
2023_1280_1287,0.8112526168692153
2023_1103_1301,0.19434869849246403
2023_1104_1301,0.5953210522114272
2023_1112_1301,0.6914381356133205
2023_1120_1301,0.6195222669801836
2023_1124_1301,0.6252266759024492
2023_1129_1301,0.4703662692646233
2023_1140_1301,0.5667494074519476
2023_1155_1301,0.5681420885480857
2023_1158_1301,0.32732508066116445
2023_1159_1301,0.1677806747043503
2023_1161_1301,0.45192802313209063
2023_1163_1301,0.6485475887341321
2023_1166_1301,0.6192112913687667
2023_1173_1301,0.26216978948870684
2023_1179_1301,0.47653081778142903
2023_1181_1301,0.6138924904847309
2023_1182_1301,0.43037118980844313
2023_1194_1301,0.6489268836917579
2023_1196_1301,0.31797000187107416
2023_1211_1301,0.5822040400836647
2023_1212_1301,0.2823495496609537
2023_1213_1301,0.4406470748875302
2023_1222_1301,0.6372106078721278
2023_1224_1301,0.27748066654084547
2023_1228_1301,0.6247508845528411
2023_1235_1301,0.7313346235936705
2023_1241_1301,0.4342786207832645
2023_1242_1301,0.6270461401659637
2023_1246_1301,0.5975669714050578
2023_1253_1301,0.3354639723041347
2023_1255_1301,0.30647917255194723
2023_1266_1301,0.7248149090404415
2023_1270_1301,0.32547371862154795
2023_1277_1301,0.36055525936402705
2023_1280_1301,0.6671196285034039
2023_1287_1301,0.15191694812202303
2023_1103_1304,0.22632248517270778
2023_1104_1304,0.5125439262672862
2023_1112_1304,0.4334879045501976
2023_1120_1304,0.5356864917100238
2023_1124_1304,0.7432125665062662
2023_1129_1304,0.45406115427347854
2023_1140_1304,0.3352664145417627
2023_1155_1304,0.34011775412016754
2023_1158_1304,0.250153273608153
2023_1159_1304,0.1991264111329727
2023_1161_1304,0.43640385445694213
2023_1163_1304,0.7393364381900114
2023_1166_1304,0.730684526099366
2023_1173_1304,0.45607089638138854
2023_1179_1304,0.4607872929938159
2023_1181_1304,0.530621194219699
2023_1182_1304,0.2546144062297843
2023_1194_1304,0.4774202135311679
2023_1196_1304,0.5078737045616237
2023_1211_1304,0.44750837532161963
2023_1212_1304,0.10102138149346213
2023_1213_1304,0.6259707360292905
2023_1222_1304,0.7284592442859485
2023_1224_1304,0.09058487226836619
2023_1228_1304,0.7441736477068606
2023_1235_1304,0.46371122170620127
2023_1241_1304,0.6178340387940003
2023_1242_1304,0.5453729887907834
2023_1246_1304,0.7081179797162273
2023_1253_1304,0.17878322551183418
2023_1255_1304,0.12156944728306493
2023_1266_1304,0.4618897776489818
2023_1270_1304,0.5019210318891347
2023_1277_1304,0.508703026799821
2023_1280_1304,0.49764909383221423
2023_1287_1304,0.18280262785401513
2023_1301_1304,0.3242406953731485
2023_1103_1305,0.2544075463171081
2023_1104_1305,0.7490692422174118
2023_1112_1305,0.6283035565991019
2023_1120_1305,0.7745730210550066
2023_1124_1305,0.6669273050399919
2023_1129_1305,0.48778457330886577
2023_1140_1305,0.5978330233448229
2023_1155_1305,0.5992817924708912
2023_1158_1305,0.3422398522819174
2023_1159_1305,0.22517607633956122
2023_1161_1305,0.4690252037718387
2023_1163_1305,0.7963194335061571
2023_1166_1305,0.6603153788453088
2023_1173_1305,0.5440987772153257
2023_1179_1305,0.4932956352854754
2023_1181_1305,0.7679027498318965
2023_1182_1305,0.44599301949717696
2023_1194_1305,0.5053975564568435
2023_1196_1305,0.5889391458478198
2023_1211_1305,0.7177934425378767
2023_1212_1305,0.29432145263136744
2023_1213_1305,0.4571803470183055
2023_1222_1305,0.7856538751652825
2023_1224_1305,0.2887673076837583
2023_1228_1305,0.666615213597406
2023_1235_1305,0.6617790355271452
2023_1241_1305,0.4508872055598548
2023_1242_1305,0.7769527389153875
2023_1246_1305,0.6388185220093835
2023_1253_1305,0.16871428950153422
2023_1255_1305,0.3198741401354863
2023_1266_1305,0.6574755997924513
2023_1270_1305,0.3396571977632492
2023_1277_1305,0.536133126868426
2023_1280_1305,0.5259635205657169
2023_1287_1305,0.2073845621620854
2023_1301_1305,0.5170664581527219
2023_1304_1305,0.5332860294509081
2023_1103_1307,0.21513934092654222
2023_1104_1307,0.6243727589248381
2023_1112_1307,0.7224277992576748
2023_1120_1307,0.6465190938395068
2023_1124_1307,0.6510912411906611
2023_1129_1307,0.5011557506764583
2023_1140_1307,0.5942688037562597
2023_1155_1307,0.5958928909615849
2023_1158_1307,0.35437682571677254
2023_1159_1307,0.18751235290601173
2023_1161_1307,0.4822107588031837
2023_1163_1307,0.6670184532398673
2023_1166_1307,0.6463821526870513
2023_1173_1307,0.28369001372194225
2023_1179_1307,0.5060953045848793
2023_1181_1307,0.6415202961643343
2023_1182_1307,0.4602303985399468
2023_1194_1307,0.6839538567360408
2023_1196_1307,0.33863165759389957
2023_1211_1307,0.6114846178248049
2023_1212_1307,0.30294840766055303
2023_1213_1307,0.46963855551785577
2023_1222_1307,0.6570267166249769
2023_1224_1307,0.2966842328510123
2023_1228_1307,0.6504521198950011
2023_1235_1307,0.7589216725711136
2023_1241_1307,0.4634032964124093
2023_1242_1307,0.6541968548198709
2023_1246_1307,0.6261629797905546
2023_1253_1307,0.36291407177064894
2023_1255_1307,0.32970820338069057
2023_1266_1307,0.7531240033585351
2023_1270_1307,0.3501081470019025
2023_1277_1307,0.38481605570816063
2023_1280_1307,0.7017093993356867
2023_1287_1307,0.17082539634945892
2023_1301_1307,0.5293647016577906
2023_1304_1307,0.7099742654648205
2023_1305_1307,0.5130245964136863
