ID,Pred
2023_1112_1163,0.3628856262271148
2023_1120_1163,0.3009844433901495
2023_1124_1163,0.3006182366131263
2023_1129_1163,0.15575630928939319
2023_1140_1163,0.1641890491111854
2023_1155_1163,0.16809578824502705
2023_1158_1163,0.1259519913798006
2023_1159_1163,0.07383926465745277
2023_1161_1163,0.14047760996853886
2023_1103_1166,0.10453032012026324
2023_1104_1166,0.4400832151425975
2023_1112_1166,0.5062224676734863
2023_1120_1166,0.46437514034960886
2023_1124_1166,0.5063326467733885
2023_1129_1166,0.365142117535242
2023_1140_1166,0.3962122248508692
2023_1155_1166,0.398524241759144
2023_1158_1166,0.1919465215308282
2023_1159_1166,0.08800852664167493
2023_1161_1166,0.3486826154448181
2023_1163_1166,0.7008501301046037
2023_1103_1173,0.4371999490086686
2023_1104_1173,0.6446325260063918
2023_1112_1173,0.7063093676636995
2023_1120_1173,0.666367696348421
2023_1124_1173,0.5928962643504285
2023_1129_1173,0.43005443374009444
2023_1140_1173,0.7127584818845893
2023_1155_1173,0.712436860145245
2023_1158_1173,0.4587447319638501
2023_1159_1173,0.4080847170237037
2023_1161_1173,0.41117864596670023
2023_1163_1173,0.7557057909757259
2023_1166_1173,0.5908536704809345
2023_1103_1179,0.4306709475556762
2023_1104_1179,0.6317921646155061
2023_1112_1179,0.7290000102132269
2023_1120_1179,0.6541799427017285
2023_1124_1179,0.6334567434620492
2023_1129_1179,0.4948663795226019
2023_1140_1179,0.5986497583176804
2023_1155_1179,0.6002038628275249
2023_1158_1179,0.45243296661941745
2023_1159_1179,0.40130070046234356
2023_1161_1179,0.47634452280406187
2023_1163_1179,0.8462916929332897
2023_1166_1179,0.628940833147612
2023_1173_1179,0.5696201245704371
2023_1103_1181,0.35434490038025684
2023_1104_1181,0.4640212408616087
2023_1112_1181,0.525606880829823
2023_1120_1181,0.4883168331048456
2023_1124_1181,0.5490671273752765
2023_1129_1181,0.34628866795499574
2023_1140_1181,0.2834687785747884
2023_1155_1181,0.2877449053137389
2023_1158_1181,0.15457909260416383
2023_1159_1181,0.3311415087303467
2023_1161_1181,0.3295625404143708
2023_1163_1181,0.7028712705858587
2023_1166_1181,0.54111001790293
2023_1173_1181,0.3386561169680859
2023_1179_1181,0.35098240721278584
2023_1103_1182,0.4733591106677271
2023_1104_1182,0.6782697960328504
2023_1112_1182,0.8470027557950527
2023_1120_1182,0.698642429487129
2023_1124_1182,0.6928621950189057
2023_1129_1182,0.5430027607047986
2023_1140_1182,0.6478057381048073
2023_1155_1182,0.6496080794914654
2023_1158_1182,0.49787708469310477
2023_1159_1182,0.44062477905470615
2023_1161_1182,0.5229710099721656
2023_1163_1182,0.8485697638395759
2023_1166_1182,0.6891898640372562
2023_1173_1182,0.37042790745920723
2023_1179_1182,0.5464232458830484
2023_1181_1182,0.6941206879377703
2023_1103_1194,0.41777984838035725
2023_1104_1194,0.7421592862871091
2023_1112_1194,0.7441988323631783
2023_1120_1194,0.7681305050624804
2023_1124_1194,0.7687494389598933
2023_1129_1194,0.482304305356316
2023_1140_1194,0.5244847026335693
2023_1155_1194,0.5270046804162072
2023_1158_1194,0.43952413143664704
2023_1159_1194,0.38846044729676515
2023_1161_1194,0.46371514427881594
2023_1163_1194,0.8656515626629089
2023_1166_1194,0.7571802324278545
2023_1173_1194,0.48268566713248373
2023_1179_1194,0.4880228865743657
2023_1181_1194,0.7613272047162353
2023_1182_1194,0.44053247765384174
2023_1103_1196,0.3894534184534259
2023_1104_1196,0.5932757682379793
2023_1112_1196,0.6573833794500266
2023_1120_1196,0.6178819055175919
2023_1124_1196,0.5465320529109505
2023_1129_1196,0.3828421706889133
2023_1140_1196,0.6568886752740776
2023_1155_1196,0.6561137986828441
2023_1158_1196,0.40840813115999275
2023_1159_1196,0.3633377991014464
2023_1161_1196,0.36568518135715966
2023_1163_1196,0.717406217610275
2023_1166_1196,0.542073570862269
2023_1173_1196,0.4502168309657772
2023_1179_1196,0.38562834744941565
2023_1181_1196,0.6119024420172184
2023_1182_1196,0.5744560627775528
2023_1194_1196,0.46515827667121756
2023_1103_1211,0.38136787127437477
2023_1104_1211,0.5316958618733287
2023_1112_1211,0.5171567377089207
2023_1120_1211,0.55429510288215
2023_1124_1211,0.7095285586965809
2023_1129_1211,0.37686210381058843
2023_1140_1211,0.3122753856096644
2023_1155_1211,0.3170467006732171
2023_1158_1211,0.32962147273644476
2023_1159_1211,0.3558658257368114
2023_1161_1211,0.35859312300937307
2023_1163_1211,0.8179388372808224
2023_1166_1211,0.6969509529982773
2023_1173_1211,0.26325134732351085
2023_1179_1211,0.3804627857208101
2023_1181_1211,0.5490653389082852
2023_1182_1211,0.3341109244421462
2023_1194_1211,0.2648801896536722
2023_1196_1211,0.31706677182694165
2023_1103_1212,0.6496361291636916
2023_1104_1212,0.8934390289372688
2023_1112_1212,0.8948366155256227
2023_1120_1212,0.9028428147260804
2023_1124_1212,0.9031962045614226
2023_1129_1212,0.7019372902909924
2023_1140_1212,0.877899847824613
2023_1155_1212,0.8787654372900847
2023_1158_1212,0.6701059789678095
2023_1159_1212,0.623025981712933
2023_1161_1212,0.6864277072930489
2023_1163_1212,0.969303986290355
2023_1166_1212,0.9009900961219454
2023_1173_1212,0.8568498431584608
2023_1179_1212,0.6977912204917956
2023_1181_1212,0.9007465275373125
2023_1182_1212,0.6741901646578142
2023_1194_1212,0.8654852606491403
2023_1196_1212,0.8837434678635553
2023_1211_1212,0.8878289324163016
2023_1103_1213,0.46769632840045056
2023_1104_1213,0.7638910946809384
2023_1112_1213,0.7618896021923801
2023_1120_1213,0.7844287573284264
2023_1124_1213,0.7817013936594416
2023_1129_1213,0.5323445194911388
2023_1140_1213,0.5703510094938585
2023_1155_1213,0.5733253975032533
2023_1158_1213,0.490163744566464
2023_1159_1213,0.4375936026261288
2023_1161_1213,0.5135679714029923
2023_1163_1213,0.8830068081734825
2023_1166_1213,0.7735658099563997
2023_1173_1213,0.5295053867453441
2023_1179_1213,0.5354634505093824
2023_1181_1213,0.7792763285964744
2023_1182_1213,0.491974480886747
2023_1194_1213,0.5477952808167057
2023_1196_1213,0.57762108308382
2023_1211_1213,0.720884678255272
2023_1212_1213,0.3309754553226484
2023_1103_1222,0.09701143680828983
2023_1104_1222,0.29461258827463827
2023_1112_1222,0.3749432701445944
2023_1120_1222,0.3131110955026006
2023_1124_1222,0.3132640682256278
2023_1129_1222,0.16632148891194526
2023_1140_1222,0.17551418275073521
2023_1155_1222,0.17965567459852688
2023_1158_1222,0.13468465267436194
2023_1159_1222,0.08051908513134648
2023_1161_1222,0.15008135041680523
2023_1163_1222,0.5119271789217248
2023_1166_1222,0.3121933072885267
2023_1173_1222,0.25399280435610505
2023_1179_1222,0.16392849668949336
2023_1181_1222,0.3092714466157963
2023_1182_1222,0.1604612998935275
2023_1194_1222,0.1429240431490788
2023_1196_1222,0.2942636900060591
2023_1211_1222,0.19266812342222242
2023_1212_1222,0.03315285856922814
2023_1213_1222,0.12540085500106338
2023_1103_1224,0.660356063204607
2023_1104_1224,0.9013626418845379
2023_1112_1224,0.902625812130267
2023_1120_1224,0.909451819886725
2023_1124_1224,0.909769951117503
2023_1129_1224,0.708723921654402
2023_1140_1224,0.8877826881726162
2023_1155_1224,0.8886034409639542
2023_1158_1224,0.6794707486388463
2023_1159_1224,0.6362112580070022
2023_1161_1224,0.6939833826151522
2023_1163_1224,0.9731468611738717
2023_1166_1224,0.9080720148311474
2023_1173_1224,0.8690365576799169
2023_1179_1224,0.7032243493302611
2023_1181_1224,0.9076839315248973
2023_1182_1224,0.6838394404811924
2023_1194_1224,0.8768174602208008
2023_1196_1224,0.8927476376075583
2023_1211_1224,0.8963397008422419
2023_1212_1224,0.5211938051023719
2023_1213_1224,0.6762797484696562
2023_1222_1224,0.9710698989209603
2023_1103_1228,0.09592757286176276
2023_1104_1228,0.43304075634179445
2023_1112_1228,0.5025854259067696
2023_1120_1228,0.4563449523939218
2023_1124_1228,0.5005492279502829
2023_1129_1228,0.3612621101126939
2023_1140_1228,0.3903870837628638
2023_1155_1228,0.3925593989217896
2023_1158_1228,0.18253481940007418
2023_1159_1228,0.08067886356203113
2023_1161_1228,0.3458675564204191
2023_1163_1228,0.700793795469615
2023_1166_1228,0.4942776369525786
2023_1173_1228,0.40838036860133253
2023_1179_1228,0.36729929973571945
2023_1181_1228,0.4510959354813739
2023_1182_1228,0.30790351707168273
2023_1194_1228,0.23043495726999572
2023_1196_1228,0.4543695901243098
2023_1211_1228,0.2894945452825219
2023_1212_1228,0.09702169217550634
2023_1213_1228,0.21798461100757746
2023_1222_1228,0.6882814493664525
2023_1224_1228,0.0904717456019382
2023_1103_1235,0.12439866001054203
2023_1104_1235,0.4168053584986749
2023_1112_1235,0.46238167616721343
2023_1120_1235,0.440071156341533
2023_1124_1235,0.46086886823088485
2023_1129_1235,0.23519273628301257
2023_1140_1235,0.30087878222741554
2023_1155_1235,0.3040760277998335
2023_1158_1235,0.16901713829962417
2023_1159_1235,0.10406087832043637
2023_1161_1235,0.21828802980710038
2023_1163_1235,0.6060542690185738
2023_1166_1235,0.4553799271830418
2023_1173_1235,0.26080434133360764
2023_1179_1235,0.23487219027720493
2023_1181_1235,0.43474151878624157
2023_1182_1235,0.12280042467181837
2023_1194_1235,0.21422879772715808
2023_1196_1235,0.30458840077008476
2023_1211_1235,0.4474217574328932
2023_1212_1235,0.09148522452109281
2023_1213_1235,0.2049650883419371
2023_1222_1235,0.5938617139749514
2023_1224_1235,0.08573241586863177
2023_1228_1235,0.46023071778093116
2023_1103_1241,0.4733498909335959
2023_1104_1241,0.7681916290882542
2023_1112_1241,0.7664387824832768
2023_1120_1241,0.7884418719628489
2023_1124_1241,0.785918829931087
2023_1129_1241,0.5387353602293318
2023_1140_1241,0.5766342966966019
2023_1155_1241,0.579658250155041
2023_1158_1241,0.49619946588427044
2023_1159_1241,0.44279493473943754
2023_1161_1241,0.519753257984211
2023_1163_1241,0.88559300409616
2023_1166_1241,0.7780832217633077
2023_1173_1241,0.5355205009949586
2023_1179_1241,0.5416097510705576
2023_1181_1241,0.7833933218000011
2023_1182_1241,0.49815492380933585
2023_1194_1241,0.5540896507948052
2023_1196_1241,0.5837203932781344
2023_1211_1241,0.7250531133732596
2023_1212_1241,0.334049288492017
2023_1213_1241,0.5057299011658736
2023_1222_1241,0.8773163655797936
2023_1224_1241,0.32614370336974446
2023_1228_1241,0.786179628363438
2023_1235_1241,0.7990018021231902
2023_1103_1242,0.34146298672525444
2023_1104_1242,0.4503467555590087
2023_1112_1242,0.5103928622652033
2023_1120_1242,0.4752057021394669
2023_1124_1242,0.5344358177390611
2023_1129_1242,0.33368584735478746
2023_1140_1242,0.27348743888440524
2023_1155_1242,0.27750980443426115
2023_1158_1242,0.149017948732393
2023_1159_1242,0.3189788007368794
2023_1161_1242,0.31744387260930657
2023_1163_1242,0.6892994379383834
2023_1166_1242,0.5260532292093543
2023_1173_1242,0.32696471323901777
2023_1179_1242,0.3387938951673066
2023_1181_1242,0.4693847444795334
2023_1182_1242,0.2940812216383897
2023_1194_1242,0.22946357250365407
2023_1196_1242,0.3760746384920776
2023_1211_1242,0.43814869649262445
2023_1212_1242,0.09435258175818459
2023_1213_1242,0.21247285153802764
2023_1222_1242,0.6765916882567863
2023_1224_1242,0.08792000115730302
2023_1228_1242,0.534336253065702
2023_1235_1242,0.5510897095338408
2023_1241_1242,0.2083201711259479
2023_1103_1246,0.11694171448320041
2023_1104_1246,0.4630042753425812
2023_1112_1246,0.5286853228256957
2023_1120_1246,0.4869376384355076
2023_1124_1246,0.5290978148813078
2023_1129_1246,0.386732390031518
2023_1140_1246,0.41777234451267004
2023_1155_1246,0.42037216318732923
2023_1158_1246,0.2111000562524736
2023_1159_1246,0.09907033451990131
2023_1161_1246,0.3690302212169915
2023_1163_1246,0.7200675013284108
2023_1166_1246,0.523472799328644
2023_1173_1246,0.42948003905246607
2023_1179_1246,0.3920568000639191
2023_1181_1246,0.4816553182617496
2023_1182_1246,0.3298966877481865
2023_1194_1246,0.26470075149421934
2023_1196_1246,0.4800934293831334
2023_1211_1246,0.3254927898899198
2023_1212_1246,0.10797070346529734
2023_1213_1246,0.24518193213728498
2023_1222_1246,0.7075543592462774
2023_1224_1246,0.09975184782699593
2023_1228_1246,0.5283381278415807
2023_1235_1246,0.5660670859908732
2023_1241_1246,0.24048363643769816
2023_1242_1246,0.49698602639648193
2023_1103_1253,0.5726008572192353
2023_1104_1253,0.6974583166570003
2023_1112_1253,0.91251052201208
2023_1120_1253,0.7108275251280907
2023_1124_1253,0.7116599161016718
2023_1129_1253,0.6405273314336015
2023_1140_1253,0.6734487041515267
2023_1155_1253,0.6765954123039164
2023_1158_1253,0.5980198437493923
2023_1159_1253,0.5383608613077707
2023_1161_1253,0.6212518778009419
2023_1163_1253,0.9334081370351673
2023_1166_1253,0.7127356893991292
2023_1173_1253,0.6340214470103515
2023_1179_1253,0.6407828105318247
2023_1181_1253,0.7084743266973483
2023_1182_1253,0.6013161013007399
2023_1194_1253,0.6534286349482129
2023_1196_1253,0.678051144696083
2023_1211_1253,0.6852016846597271
2023_1212_1253,0.4015738114726567
2023_1213_1253,0.603838047512569
2023_1222_1253,0.9272107647346003
2023_1224_1253,0.38365923133303703
2023_1228_1253,0.7101853072348693
2023_1235_1253,0.9319715413495904
2023_1241_1253,0.5984856283429465
2023_1242_1253,0.7195447161943497
2023_1246_1253,0.6980323370023606
2023_1103_1255,0.6165477354339385
2023_1104_1255,0.875649679988704
2023_1112_1255,0.8772482984517079
2023_1120_1255,0.8873410112893749
2023_1124_1255,0.8877511174157748
2023_1129_1255,0.6748287784386929
2023_1140_1255,0.8568247527446101
2023_1155_1255,0.8576830585582709
2023_1158_1255,0.6389377148269736
2023_1159_1255,0.5870567293525135
2023_1161_1255,0.657795417658334
2023_1163_1255,0.9626064378300199
2023_1166_1255,0.8845863230266523
2023_1173_1255,0.8326688879108103
2023_1179_1255,0.6719692351980396
2023_1181_1255,0.8846614589178107
2023_1182_1255,0.6428178720017075
2023_1194_1255,0.84214284054199
2023_1196_1255,0.8642986382917283
2023_1211_1255,0.8691627810814698
2023_1212_1255,0.4586963991592222
2023_1213_1255,0.6400984070401856
2023_1222_1255,0.9595488275650687
2023_1224_1255,0.4391871538952924
2023_1228_1255,0.8875916901244008
2023_1235_1255,0.8945097557777895
2023_1241_1255,0.6362476004727999
2023_1242_1255,0.8903974315898271
2023_1246_1255,0.8736580369566573
2023_1253_1255,0.5569975160055628
2023_1103_1266,0.13007675095577398
2023_1104_1266,0.42231445231864906
2023_1112_1266,0.4671405963910948
2023_1120_1266,0.4459766965480711
2023_1124_1266,0.46619161253428737
2023_1129_1266,0.24105685544725988
2023_1140_1266,0.307241824485399
2023_1155_1266,0.31050015620605403
2023_1158_1266,0.1747444356295064
2023_1159_1266,0.10894131279900215
2023_1161_1266,0.22367082511268843
2023_1163_1266,0.6101310260608164
2023_1166_1266,0.4607541611768537
2023_1173_1266,0.26583080046752483
2023_1179_1266,0.24083473864055854
2023_1181_1266,0.4405728018445659
2023_1182_1266,0.1282351974190274
2023_1194_1266,0.22155237602597577
2023_1196_1266,0.31091823934068513
2023_1211_1266,0.4516170259849731
2023_1212_1266,0.0931255633721146
2023_1213_1266,0.2102261274879358
2023_1222_1266,0.597752401856357
2023_1224_1266,0.08703731344550204
2023_1228_1266,0.4655075240396705
2023_1235_1266,0.5052104324272799
2023_1241_1266,0.20609930158985554
2023_1242_1266,0.45503549359583534
2023_1246_1266,0.4389011649849276
2023_1253_1266,0.07129667437354933
2023_1255_1266,0.10773278730250144
2023_1103_1270,0.5933975299581502
2023_1104_1270,0.8493936184433701
2023_1112_1270,0.8506813658911725
2023_1120_1270,0.8616913229929917
2023_1124_1270,0.8620874892438993
2023_1129_1270,0.6542956903315313
2023_1140_1270,0.6813723433836597
2023_1155_1270,0.6848047018130615
2023_1158_1270,0.6165007605202943
2023_1159_1270,0.5629733673849782
2023_1161_1270,0.636499331834079
2023_1163_1270,0.9347350858755424
2023_1166_1270,0.8589174747792706
2023_1173_1270,0.6451328837581844
2023_1179_1270,0.6519995625381454
2023_1181_1270,0.8589121915034806
2023_1182_1270,0.6202626574665442
2023_1194_1270,0.6641379065614796
2023_1196_1270,0.6830809002717476
2023_1211_1270,0.8036337548322415
2023_1212_1270,0.4348926557810242
2023_1213_1270,0.6186909032162492
2023_1222_1270,0.9299608752024907
2023_1224_1270,0.4169667495720033
2023_1228_1270,0.8618311511084115
2023_1235_1270,0.8694194735621619
2023_1241_1270,0.6145076366402636
2023_1242_1270,0.865239027378237
2023_1246_1270,0.8468410028516189
2023_1253_1270,0.5306007412319683
2023_1255_1270,0.4752092184780292
2023_1266_1270,0.8671008928873196
2023_1103_1277,0.3901585338739257
2023_1104_1277,0.5961830036521196
2023_1112_1277,0.37169819847777646
2023_1120_1277,0.6212841576300966
2023_1124_1277,0.7183905924243547
2023_1129_1277,0.45119034016998527
2023_1140_1277,0.49365321734986045
2023_1155_1277,0.49586070633334833
2023_1158_1277,0.4102753625692013
2023_1159_1277,0.3628050566292599
2023_1161_1277,0.4336423481201332
2023_1163_1277,0.8269615263830895
2023_1166_1277,0.7066390016407815
2023_1173_1277,0.4532780533427793
2023_1179_1277,0.4580109282532535
2023_1181_1277,0.6152305011841549
2023_1182_1277,0.4107353998043097
2023_1194_1277,0.4715375715018635
2023_1196_1277,0.5050964094279051
2023_1211_1277,0.3474901189479656
2023_1212_1277,0.11907450072194209
2023_1213_1277,0.42398043460793045
2023_1222_1277,0.816790104565689
2023_1224_1277,0.10956894752149446
2023_1228_1277,0.719148303175608
2023_1235_1277,0.3995396132793997
2023_1241_1277,0.4177153452321792
2023_1242_1277,0.6277433849632029
2023_1246_1277,0.6838520100473202
2023_1253_1277,0.3217085294945443
2023_1255_1277,0.13952585028236103
2023_1266_1277,0.3989030106693933
2023_1270_1277,0.3145056365488838
2023_1103_1280,0.3985994637485645
2023_1104_1280,0.7198396931222554
2023_1112_1280,0.7219133616646888
2023_1120_1280,0.74691846076395
2023_1124_1280,0.7475597385008766
2023_1129_1280,0.4613912147553348
2023_1140_1280,0.5041158859030935
2023_1155_1280,0.5064453096891585
2023_1158_1280,0.4194752964628652
2023_1159_1280,0.37035619838141404
2023_1161_1280,0.4433191520675875
2023_1163_1280,0.852015301195013
2023_1166_1280,0.7353391256623497
2023_1173_1280,0.46287096311811576
2023_1179_1280,0.46786856736258625
2023_1181_1280,0.7397795585894592
2023_1182_1280,0.42015526487930394
2023_1194_1280,0.4794603160489859
2023_1196_1280,0.5153040392678253
2023_1211_1280,0.7128000620314445
2023_1212_1280,0.124198978802068
2023_1213_1280,0.43286379873263503
2023_1222_1280,0.8427497147720754
2023_1224_1280,0.11403649982133642
2023_1228_1280,0.7484423421299209
2023_1235_1280,0.7654953992970658
2023_1241_1280,0.4265407131553966
2023_1242_1280,0.7493306019556221
2023_1246_1280,0.7126479060209481
2023_1253_1280,0.3290007475922782
2023_1255_1280,0.14576865830299232
2023_1266_1280,0.7577322055702036
2023_1270_1280,0.3203199196619235
2023_1277_1280,0.5097205064102162
2023_1103_1287,0.55330823618991
2023_1104_1287,0.6728990506113594
2023_1112_1287,0.8816120123123851
2023_1120_1287,0.6853911157662205
2023_1124_1287,0.9274678257866518
2023_1129_1287,0.6182182029092156
2023_1140_1287,0.6497108552302793
2023_1155_1287,0.6531157301418874
2023_1158_1287,0.5773410960711383
2023_1159_1287,0.5215135955034373
2023_1161_1287,0.5993414627004909
2023_1163_1287,0.9347842161001174
2023_1166_1287,0.9214809518271532
2023_1173_1287,0.6106442729359324
2023_1179_1287,0.6175191464740024
2023_1181_1287,0.6834049308553836
2023_1182_1287,0.5806724899848057
2023_1194_1287,0.6302059509056045
2023_1196_1287,0.6531844899110484
2023_1211_1287,0.6602295678914579
2023_1212_1287,0.39580721404824926
2023_1213_1287,0.5820234976082077
2023_1222_1287,0.928767485416661
2023_1224_1287,0.3809479534502007
2023_1228_1287,0.9280140636937964
2023_1235_1287,0.9075917801249531
2023_1241_1287,0.5771544915256863
2023_1242_1287,0.6950505628747851
2023_1246_1287,0.9112848299434877
2023_1253_1287,0.4849550873962362
2023_1255_1287,0.43350293744095425
2023_1266_1287,0.9032126891185952
2023_1270_1287,0.4580118416229871
2023_1277_1287,0.6544434215439365
2023_1280_1287,0.6474920509613095
2023_1103_1301,0.40602426303694267
2023_1104_1301,0.6119242082407932
2023_1112_1301,0.7936661719743916
2023_1120_1301,0.6364467120184636
2023_1124_1301,0.6325375316707674
2023_1129_1301,0.47027379289438154
2023_1140_1301,0.5834117863255642
2023_1155_1301,0.5846078114878773
2023_1158_1301,0.4275410802978894
2023_1159_1301,0.37702167794386204
2023_1161_1301,0.4517733979932215
2023_1163_1301,0.8008897343055832
2023_1166_1301,0.6261242114876598
2023_1173_1301,0.30163549034870907
2023_1179_1301,0.4764533429345581
2023_1181_1301,0.6306436474402041
2023_1182_1301,0.4288551759366564
2023_1194_1301,0.488345697967746
2023_1196_1301,0.35829163762346045
2023_1211_1301,0.5992873506143681
2023_1212_1301,0.2823495496609537
2023_1213_1301,0.4406470748875302
2023_1222_1301,0.7892964623654705
2023_1224_1301,0.27748066654084547
2023_1228_1301,0.6321254689271949
2023_1235_1301,0.8303310563370899
2023_1241_1301,0.4342786207832645
2023_1242_1301,0.643353913846548
2023_1246_1301,0.6041455284746815
2023_1253_1301,0.3354639723041347
2023_1255_1301,0.30647917255194723
2023_1266_1301,0.823339045632252
2023_1270_1301,0.32547371862154795
2023_1277_1301,0.5195683062415558
2023_1280_1301,0.5090864367378566
2023_1287_1301,0.3586552476435111
2023_1103_1304,0.39266412971069714
2023_1104_1304,0.7134953488274584
2023_1112_1304,0.715505805466111
2023_1120_1304,0.7407901571840471
2023_1124_1304,0.7414208947688936
2023_1129_1304,0.45406115427347854
2023_1140_1304,0.4965337867037954
2023_1155_1304,0.4987716070614873
2023_1158_1304,0.4129432332740639
2023_1159_1304,0.365115142256388
2023_1161_1304,0.43640385445694213
2023_1163_1304,0.8483435888977369
2023_1166_1304,0.7288666357015962
2023_1173_1304,0.4559955706919873
2023_1179_1304,0.4607872929938159
2023_1181_1304,0.7335512355694414
2023_1182_1304,0.41345324374744313
2023_1194_1304,0.4720873114188549
2023_1196_1304,0.507886891728906
2023_1211_1304,0.7067393561188036
2023_1212_1304,0.1204540672558417
2023_1213_1304,0.4265666632522777
2023_1222_1304,0.8389612756191418
2023_1224_1304,0.11076939009129809
2023_1228_1304,0.7423720726628643
2023_1235_1304,0.7595961846172887
2023_1241_1304,0.42029390456474325
2023_1242_1304,0.7429927186079395
2023_1246_1304,0.7061118472514619
2023_1253_1304,0.32392310384952233
2023_1255_1304,0.14120745481224387
2023_1266_1304,0.7516531961792365
2023_1270_1304,0.3164062132529056
2023_1277_1304,0.5026658843379728
2023_1280_1304,0.49240056308404667
2023_1287_1304,0.34772933845033166
2023_1301_1304,0.4833370622080442
2023_1103_1305,0.4226823263131161
2023_1104_1305,0.6248642348159915
2023_1112_1305,0.7197849376690166
2023_1120_1305,0.6481331572640623
2023_1124_1305,0.6281386306570643
2023_1129_1305,0.48778457330886577
2023_1140_1305,0.5906974121618366
2023_1155_1305,0.5922711378620029
2023_1158_1305,0.4447093242569028
2023_1159_1305,0.3930224464905315
2023_1161_1305,0.4690252037718387
2023_1163_1305,0.8384056070755169
2023_1166_1305,0.623162732116575
2023_1173_1305,0.5612268272413518
2023_1179_1305,0.4932956352854754
2023_1181_1305,0.6427289009464554
2023_1182_1305,0.44582027705857724
2023_1194_1305,0.5053975564568435
2023_1196_1305,0.6073878946629514
2023_1211_1305,0.6122832039746576
2023_1212_1305,0.29432145263136744
2023_1213_1305,0.4571803470183055
2023_1222_1305,0.8276499006076363
2023_1224_1305,0.2887673076837583
2023_1228_1305,0.6274253905579438
2023_1235_1305,0.7571303938472738
2023_1241_1305,0.4508872055598548
2023_1242_1305,0.6552413213108267
2023_1246_1305,0.6014727099796602
2023_1253_1305,0.3510558576676015
2023_1255_1305,0.3198741401354863
2023_1266_1305,0.7509935750672956
2023_1270_1305,0.3396571977632492
2023_1277_1305,0.536133126868426
2023_1280_1305,0.5259635205657169
2023_1287_1305,0.3741058217833558
2023_1301_1305,0.5171210816876873
2023_1304_1305,0.5332860294509081
2023_1103_1307,0.4352396630542537
2023_1104_1307,0.6414954930392894
2023_1112_1307,0.8217375986051242
2023_1120_1307,0.6639837474559225
2023_1124_1307,0.6590624566047838
2023_1129_1307,0.5011594675419054
2023_1140_1307,0.6124297022756445
2023_1155_1307,0.6138373239518732
2023_1158_1307,0.4577415146613225
2023_1159_1307,0.40499979773840067
2023_1161_1307,0.48215173575623893
2023_1163_1307,0.8247161621189965
2023_1166_1307,0.6539364100068923
2023_1173_1307,0.3251800863827709
2023_1179_1307,0.5061160773542681
2023_1181_1307,0.6588004831286884
2023_1182_1307,0.45933814121654826
2023_1194_1307,0.5184181196506397
2023_1196_1307,0.38092955750724944
2023_1211_1307,0.6291184910913669
2023_1212_1307,0.30294840766055303
2023_1213_1307,0.46963855551785577
2023_1222_1307,0.8144599996993758
2023_1224_1307,0.2966842328510123
2023_1228_1307,0.6584929452320682
2023_1235_1307,0.8554251528819382
2023_1241_1307,0.4634032964124093
2023_1242_1307,0.6710056047707198
2023_1246_1307,0.6333962938764075
2023_1253_1307,0.36291407177064894
2023_1255_1307,0.32970820338069057
2023_1266_1307,0.8490551051409841
2023_1270_1307,0.3501081470019025
2023_1277_1307,0.5488189545430742
2023_1280_1307,0.5388790480589709
2023_1287_1307,0.3856132834403125
2023_1301_1307,0.5300239549667242
2023_1304_1307,0.5460129869595207
2023_1305_1307,0.5130675905388843
