Team,ELO,VARS
1320,1563.4008010936975,9.386857014333994
1371,1714.6543010816881,7.6770470531574535
1349,1467.0765492358769,9.593163507344697
1382,1570.0666796571659,9.058750488478866
1383,1373.8105570827674,9.136530747788418
1390,1586.0411174221642,9.111569953077995
1435,1579.132806272919,7.320228411935227
1463,1608.5065641151937,7.9916201854308495
1441,1517.8664863947156,8.55614490195053
1123,1468.3265236310206,9.44270549586144
1103,1585.9760745300032,7.062063581337515
1129,1666.7415746903644,8.33721555184555
1209,1436.3340973337995,8.388126189659781
1156,1475.2839950919713,8.283609855172905
1336,1674.0595293195345,8.841351566154279
1174,1481.5267840784543,8.917696305437234
1343,1626.2562570207451,6.8614113917005985
1232,1639.245483340831,7.138279191947205
1203,1483.6089760045588,8.22916492902613
1110,1395.9044778852435,9.364220681728389
1283,1537.1796428315658,8.645735549196012
1166,1779.7503184209995,8.423979094290516
1311,1415.4912398867855,7.942712927102721
1147,1494.6232342614248,4.444528570345912
1269,1582.3329805636988,8.057831169507649
1310,1434.29990734982,10.614230282174878
1329,1651.6997170522309,6.858679505999298
1263,1415.921149835067,8.204625393408074
1352,1363.8572595693604,6.9066061368155465
1446,1499.9989993022964,6.657156639748655
1427,1427.5196197665546,8.32219062445895
1113,1596.1251988357062,8.804231223468403
1408,1550.5329806535958,6.7074418693723326
1410,1341.1138757499432,5.96257060853566
1450,1680.9362974007354,8.131174535301675
1462,1697.3016202379922,7.942051324039765
1131,1407.3708601134608,9.932916711177691
1190,1480.1239118492779,7.162782143333408
1168,1449.8088141177623,8.64714945618112
1179,1672.7993788268918,6.924914552557313
1224,1370.587109849234,7.792160324641423
1356,1557.1537421685928,7.702466599840454
1426,1531.6619546422996,7.727294903518458
1215,1499.992600672851,5.584680451147583
1132,1477.9260477426617,8.5129367819565
1217,1482.599932535701,8.127626875225912
1389,1474.718308742411,8.525449962140781
1395,1741.3257098155282,7.4014440633346315
1461,1537.2312353533823,8.468065658427564
1279,1634.1902266731274,7.285220177974939
1293,1496.2088484560147,10.046422276775937
1191,1449.983144408332,8.0657118045475
1175,1275.9827450385505,8.773076911868843
1327,1499.9988618766863,6.782845007260291
1182,1617.4411741613187,8.261087034953018
1274,1651.9035428747036,8.489289028344205
1362,1617.2453042694378,6.413988557477827
1164,1208.1811589560614,5.2640530073802605
1372,1500.9267023151403,8.170279465159282
1118,1499.9972607121965,7.145763588051483
1420,1405.371420190591,8.790550562456113
1457,1415.9846134095349,8.2651303981465
1148,1394.2270175310355,8.264031880838377
1157,1373.6389185518817,7.687239074540703
1421,1484.366361802994,7.838064128061015
1358,1575.6257462588158,7.848689824648976
1460,1482.4375205327528,9.656172774936067
1198,1431.937560694922,7.324825178108179
1291,1409.3722807073816,8.856814907470156
1381,1448.6900837500539,7.747279983622831
1251,1518.2405761144541,9.285538519092572
1282,1447.6653523086216,8.928801742696473
1169,1420.3071293954736,10.21196159629402
1302,1499.8973160196563,5.862542452442029
1454,1459.7636885179836,8.079164235694986
1170,1356.4193943927098,8.186354140617663
1138,1371.849461892162,6.73951751288067
1158,1614.9800906702,7.642347339087185
1422,1530.0726234405017,9.19589113097749
1369,1321.4108844164155,6.652202785087367
1404,1437.2746368215433,9.023464443736142
1194,1687.2108727654722,7.69299554108886
1407,1526.71530464422,7.507969754195661
1142,1283.0487399064461,5.12488196615024
1214,1320.245742420359,7.23054154279939
1459,1483.165465556841,8.218869099392672
1240,1450.8925749543819,9.213723963831962
1313,1410.021899522153,7.746379890144999
1115,1248.5561032378423,8.400085247178
1176,1399.7683814669138,8.87438885356655
1346,1506.0533332732418,8.33438213460953
1237,1257.9799977683379,7.496687981171941
1340,1411.5819738910875,8.974831732039194
1107,1383.7079846869863,8.369232792100576
1357,1379.3766863784017,8.777617670350786
1324,1515.4399909307358,8.337492736006459
1189,1373.1240196128304,7.376255668968735
1125,1576.2954699840884,8.276203418625263
1105,1287.2405057728686,7.133790871430789
1392,1476.2885918351049,7.024805374860602
1219,1467.125810789041,7.457183738704838
1127,1411.5039686103714,7.759992252475174
1289,1499.5231257012015,7.417906746253956
1415,1474.0741434904717,8.466906448844632
1236,1469.6064951653555,9.378569867587897
1394,1437.7893673184865,7.736594883548748
1205,1414.7893913142825,8.743883998987407
1128,1499.644205197821,8.679608613868696
1252,1487.5578610016214,8.647533947315157
1366,1447.9741302783837,7.118347258896184
1294,1452.1651813025608,8.010330809786504
1255,1441.8221612658906,8.486792146538638
1430,1520.3643367157642,9.432043749232307
1413,1493.272929052217,10.287639888587945
1355,1541.0789406414392,8.502759170392126
1244,1434.1680652199805,8.010504446352996
1295,1440.603621123037,8.97321452305263
1316,1426.5148934892686,9.673068621921423
1445,1495.9164394526165,8.153197368815526
1312,1319.1678633106133,7.464774498343828
1146,1322.6427738087132,8.287334131775932
1167,1406.3592393095387,7.588648103106941
1300,1353.2517540271401,8.62382904179352
1367,1349.5375749623217,8.095169216575709
1342,1330.1208321730896,9.598800688765595
1195,1432.8487482768473,9.034831436217514
1188,1387.7486891611081,7.365804070692966
1377,1375.0252316142385,8.005117589836841
1315,1439.734660057402,10.121220997848285
1136,1485.8702397750035,8.453730762951237
1370,1516.6438627596044,7.394501659552328
1303,1387.4658778990838,8.155524449234386
1297,1481.344636747181,6.852452497465997
1213,1627.2295455560486,5.915831651882027
1262,1511.4607755489797,9.120823057865561
1101,1484.9237761935547,9.38601659410643
1230,1237.5304166295684,6.7716113992156375
1465,1463.9377377974283,8.319558031740266
1466,1420.5695480334655,7.964865505789752
1467,1440.159998122666,7.8488495231877415
1468,1372.0105071523815,7.120870545641003
1470,1549.2756021163143,7.6494028696318335
1469,1422.159799957577,7.896944859713078
1471,1488.9125909831534,8.970712737497522
1472,1471.2988663302694,8.795804847994434
1475,1330.7738268827593,8.583187647262154
1476,1290.956172257319,6.004933880396579
1473,1302.039023997339,7.929144856142822
1477,1333.1601019054922,8.198691002584647
1474,1431.3947037230046,7.628918890582089
1478,1415.0715280995646,8.41848386624907
